ApprovedSymbol	Type	Pair.Evidence	F5.PrimaryCells.Expression_Max	Adipocyte Breast	Adipocyte Omental	Adipocyte Perirenal	Adipocyte Subcutaneous	Alveolar Epithelial	Amniotic Epithelial	Amniotic Membrane	Annulus Pulposus	Astrocyte Cerebellum	Astrocyte Cerebral Cortex	Basophils	Bronchial Epithelial	CD133+ Haematopoietic stem cell	CD14+ Monocyte derived Endothelial progenitor	CD14+ Monocytes	CD14+CD16+ Monocytes	CD14+CD16- Monocytes	CD14-CD16+ Monocytes	CD19+ B cells	CD34+ Haematopoietic stem cell	CD34+ progenitor	CD4+ T cells	CD4+CD25+CD45RA+ naive regulatory T cells	CD4+CD25+CD45RA- memory regulatory T cells	CD4+CD25-CD45RA+ naive conventional T cells	CD4+CD25-CD45RA- memory conventional T cells	CD8+ T cells	Cardiac Myocyte	Chondroblast	Chondrocyte	Chorionic Membrane	Ciliary Epithelial	Corneal Epithelial	Dendritic Monocyte Immature derived	Dendritic Plasmacytoid	ES cells	Endothelial Aortic	Endothelial Artery	Endothelial Lymphatic	Endothelial Microvascular	Endothelial Thoracic	Endothelial Umbilical Vein	Endothelial Vein	Eosinophils	Esophageal Epithelial	Fibroblast Aortic Adventitial	Fibroblast Cardiac	Fibroblast Choroid Plexus	Fibroblast Conjunctival	Fibroblast Dermal	Fibroblast Gingival	Fibroblast Lymphatic	Fibroblast Periodontal Ligament	Fibroblast Pulmonary Artery	Fibroblast Skin Normal	Gingival Epithelial	Granulocyte Macrophage progenitor	Hair Follicle Dermal Papilla	Hair Follicle Outer Root Sheath	Hepatic Sinusoidal Endothelial	Hepatic Stellate	Hepatocyte	Immature Langerhans	Intestinal Epithelial (polarized)	Iris Pigment Epithelial	Keratinocyte Epidermal	Keratinocyte Oral	Keratocytes	Lens Epithelial	Macrophage Monocyte derived	Mallassez derived	Mammary Epithelial	Mast cells	Mast cells stimulated	Mature Adipocyte	Melanocyte	Meningeal	Mesenchymal precursor Adipose	Mesenchymal precursor Bone Marrow	Mesenchymal precursor Cardiac	Mesenchymal stem cell Adipose	Mesenchymal stem cell Amniotic Membrane	Mesenchymal stem cell Bone Marrow	Mesenchymal stem cell Hepatic	Mesenchymal stem cell Umbilical	Mesenchymal stem cell Wharton's Jelly	Mesothelial	Migratory Langerhans	Multipot. Cord Blood Unrestrict. Somatic stem cell	Myoblast	Myotube	NK cells	Nasal Epithelial	Neural stem cell	Neurons	Neutrophils	Nucleus Pulposus	Olfactory Epithelial	Osteoblast	Osteocyte	Pancreatic Stromal	Pericytes	Placental Epithelial	Preadipocyte Breast	Preadipocyte Omental	Preadipocyte Perirenal	Preadipocyte Subcutaneous	Preadipocyte Visceral	Prostate Epithelial	Prostate Stromal	Renal Cortical Epithelial	Renal Epithelial	Renal Glomerular Endothelial	Renal Mesangial	Renal Proximal Tubular Epithelial	Reticulocyte	Retinal Pigment Epithelial	Salivary Acinar	Sebocyte	Sertoli	Skeletal Muscle	Skeletal Muscle Satellite	Small Airway Epithelial	Smooth Muscle Aortic	Smooth Muscle Brachiocephalic	Smooth Muscle Brain Vascular	Smooth Muscle Bronchial	Smooth Muscle Carotid	Smooth Muscle Colonic	Smooth Muscle Coronary Artery	Smooth Muscle Esophageal	Smooth Muscle Internal Thoracic Artery	Smooth Muscle Prostate	Smooth Muscle Pulmonary Artery	Smooth Muscle Subclavian Artery	Smooth Muscle Tracheal	Smooth Muscle Umbilical Artery	Smooth Muscle Umbilical Vein	Smooth Muscle Uterine	Synoviocyte	Tenocyte	Trabecular Meshwork	Tracheal Epithelial	Urothelial
CPAMD8	ligand	literature supported	4.85	0.63	0	0	0	0.37	0.77	1.16	0.48	0.31	0.09	0.15	1	0	4.85	0.35	0.92	1.65	0.82	0.08	0.53	0	0	0.21	0.25	0.58	0.4	0.03	1.03	0.22	0.49	1.07	0.16	0	0.2	0	0.22	0.36	0.21	1.53	3.97	0	0.56	0.49	0	0.44	0.06	0.44	1.98	0.23	0.05	0.63	1.17	0.3	0.57	0.99	0.37	0	0	0.46	2.14	1.35	0.39	0	0	0	0.52	0.46	0.16	1.14	0.79	0.78	0.5	3.21	0.99	1.65	0.08	0.21	0.57	0	0.48	0.28	0.27	0	1.35	0	0.52	0.85	0.04	0.69	0	0.36	0.4	1.52	0.38	0	0.25	0.29	0.8	0.09	0.34	0.78	3.89	0.5	0.65	0.36	0	0	0	0.13	0.09	0.42	0.25	3.09	2.45	0.16	0	0	0.29	0.33	0	0.15	0.67	0.73	0	0.09	0.46	0.47	0.16	0.38	0	0	0	0.76	0	0.37	0	0	0.1	0.35	0.27	0.74	0.52	0.46	1.01
CRH	ligand	literature supported	30.44	0	0	0	0	0	0	0.1	0	0	1.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.44	7.4	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRP	ligand	literature supported	17222.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17222.23	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSF1	ligand	literature supported	1108.98	65.11	63.03	75.02	58.66	10.89	3.13	1.17	20.62	34.86	9.64	81.81	1.73	2.94	4.47	16.39	0.35	0.53	0.16	0.5	28.45	37.74	4.46	3.82	34.23	4.54	5.93	2.39	30.91	60.04	23.86	6.02	10.02	1.28	77.7	0.2	1.25	6.22	10.5	15.73	33.49	11.26	7.4	2.74	46.25	3.92	22.9	17.32	42.84	16.4	11.69	26.84	88.94	13.72	8.96	31.36	3.52	0	74.95	39.77	32.04	41.92	9.55	2.69	0.25	15.96	0.66	1.48	37.93	11.19	228.51	2.86	1.9	587.69	1108.98	39.08	6	21.92	14.14	49.89	29.79	106.38	13.36	11.99	35.78	39.7	32.19	81.91	0.54	7.14	45.42	22.08	3.68	9.78	12.84	10.76	48.31	26.04	7.61	6.7	23.33	29.45	78.04	1.92	30.96	59.66	86.08	9.06	12.55	2.1	38.05	10.89	11.38	12.51	16.89	10.33	2.49	11.54	5.51	5.32	12.85	18.22	27.08	3.79	26.56	6.45	33.61	26.95	19.18	37.45	18.55	77.05	47.2	34.78	38.42	22.8	17.61	8.24	24.58	14.9	124.17	59.88	30.51	2.3	5.04
CSF2	ligand	literature supported	2481.54	0	0	0	0	3.55	0	5.92	0	0.63	0.04	4.62	11.26	0	0.19	30.25	0	0	0	0.19	0	5.32	0.07	0.2	26.41	13.89	2.22	0.56	0	0	0.49	1.35	1.89	0.18	0.09	1.38	0	0.09	0.35	0.63	3.08	1.69	0.15	0.06	0	1.31	0.06	3.39	0.08	0	0.4	0.63	0.72	0.53	0.23	0	148.91	0	6.72	0	2.1	0	0.33	2.07	0	0.17	20.36	0.93	1.04	0.04	0	140.27	19.54	52.24	2481.54	0.08	0.24	0	0	0.13	15.51	0	0	0	0	0	2.84	0.39	0.2	0	3.55	0	1.04	80.87	0	0	0	0	0.27	0	0.45	0.09	0	0	0	0	0	0.66	1.1	28.3	0.35	3.79	14.34	0.83	1.76	3.44	0	0	0.14	56.2	0	0.57	0.2	4.62	18.02	7.39	0	1.02	37.6	0.06	18.14	0	33.88	0	0	18.79	0	21.62	0.14	0	0	0.12	0	13.53	14.04
CSF3	ligand	literature supported	1418.64	0	0	0	2.82	5.93	0	0.08	0.06	0.12	0.04	0	55.74	0	0	12.84	0	0	0	0.03	0	9.81	0	0	0	0	0	0	0	0	0.24	0.96	0.03	21.2	0	0.64	0	3.87	3.22	2.04	5.7	9.97	1.38	10.93	1.32	0.44	0.77	11.6	0	0.47	20.23	2.23	2.9	1.09	0.57	0	190.49	0	109.67	0	4.91	0	0	0	0	0.69	8.57	13.24	10.92	0.52	0.13	108.95	7.64	0.32	0	65.64	0.74	1.11	2.12	0	276.91	20.89	0	0.27	0.07	25.59	8.14	2.47	0	0	81.78	0.45	0.37	0.9	0	0.06	0	0.17	0.03	0.28	0.69	0.09	0.1	0.1	0.12	0	0	35.22	221.45	0.2	0	0	0.14	2.4	0	0	0	0	13.05	352.68	30.53	11.87	4.08	1.03	640.92	116.32	0	0.77	793.2	2.66	906.63	0.98	1418.64	0.07	13.56	128.08	0	12.91	0	4.26	0.6	1.36	5.05	104.93	1.5
CSH1	ligand	literature supported	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSH2	ligand	literature supported	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSHL1	ligand	literature supported	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTF1	ligand	literature supported	29.39	6.56	8.84	7.85	5	11.4	6.76	12.04	22.66	9.04	3.61	0.44	5.11	2.94	1.87	0	0	0.35	0	0.1	2.37	0.56	0	0	0	0.02	0	0	7.5	9.79	5.66	3.98	4.61	7.3	0	0.16	0.42	0.52	0.16	0.52	1.69	0	0.99	0.18	0	8.29	4.39	4.12	1.62	19.92	4.45	7.55	23.59	7.01	1.59	9.38	3.06	0	11.65	20.19	2.84	14.2	0.59	0.39	1.48	4.63	7.18	9.17	10.87	6.18	0.08	6.08	1.08	1	0.49	9.87	1.76	1.45	5.49	8.68	5.19	29.39	16.9	5.59	8.95	11.95	9.18	6.02	0.27	10.08	5.73	4.99	0	4.03	0.76	1.31	0	18.05	11.59	6.38	13.67	9.64	12.78	27.69	7.73	8.25	11.87	5.17	5.64	2.86	8.05	5.98	8.53	1.35	11.71	4.64	0	8.4	7.85	7.56	6.43	5.18	5.84	5.3	9.56	5.47	4.62	10.76	12.06	6.75	6.44	6.83	9.43	10.57	9.04	9.32	14.51	7.97	10.03	8.16	11.34	9.76	7.92	5.22	7.17
CTGF	ligand	literature supported	8093.56	3310.06	4500.74	8093.56	1552.3	665.81	458.17	136.72	1428.71	722.25	750.36	0.41	28.42	3.23	0	9.31	0	0	0.1	2.42	8.43	0.28	0.07	0	0	0.03	0	0	1839.12	2445.55	2134.09	379.96	1307.28	39.28	0.44	0	80.49	2979.51	3789.22	1535.8	2665.72	5631.54	1730.25	1441.02	0	85.91	2008.9	2431.13	1163.76	105.21	113.31	555.33	1288.76	1345.77	2845.22	1590.28	70.78	0	839.4	2314.55	2293.63	1634.02	124	4.96	85.48	871.74	92.49	63.52	103.97	2443.3	0.41	222.46	126.9	11.69	0	79.4	46.02	1044.62	608.99	533.38	749.31	578.26	1756.73	610.03	1759.89	235.16	1942.05	387.97	0.99	2030.95	497.05	609.51	0.17	26.07	12.52	105.19	0	1125	4130.39	1800.37	887.99	74.72	107.67	255.48	3509.29	5200.05	7293.26	1323.36	530.18	229.38	298.6	536.88	583.82	5412.33	1337.6	226.48	0	1345.97	778.53	324.49	3448.28	331.46	167.87	51.93	1563.23	2821.86	1170.37	610.35	996.69	625.27	2008.55	1330.26	2276.34	348.49	446.38	3765.12	1872.23	1882.42	1195.32	39.02	1111.57	2602.66	886.03	65.19	366.39
CTHRC1	ligand	literature supported	366.01	366.01	176.84	280.89	133.97	3.22	50.4	30.59	17.19	30.29	5.69	0.72	0.69	0.29	0.09	0	0.14	0.05	0	0.08	0.79	0	0	0	0.02	0.03	0.03	0	21.27	12.08	92.22	14.11	27.11	0.36	0	0.08	0.62	5.11	13.62	38.23	33.07	35.95	16.47	9.92	0	0.44	38.41	56.58	160.91	13.59	13.45	126.99	41.34	91.18	45.03	106.33	0.43	0	61.96	115.74	52.89	183.96	0.39	0	0.12	29.17	0.03	0.46	21.43	72.41	0.08	2.83	0.26	0.14	0	1.22	4.49	31.22	138.34	158.52	124.88	80.95	37.22	29.29	72.94	144.09	342.18	1.36	0.05	47.17	95.48	36.68	0	2.01	5.27	2.42	0.14	42.67	4.08	142.85	260.25	70.46	142.85	25.21	307.49	197.14	169.2	296.08	178.4	0.46	94.33	6.23	9.43	50.11	69.25	5.83	0.13	9.48	2.72	6.91	17.68	22.27	40.86	0.85	80.3	19.47	131.14	98.79	25.68	74.6	30.13	246.74	71.13	35.27	56.5	45.79	91.15	34.55	115.46	14.55	15.11	160.33	35.85	0.99	0.98
CUBN	ligand	literature supported	4.55	0.41	0.48	0	0.3	0.12	0	0.2	0.06	0.04	0.65	3.94	0	1.17	0	1	0.14	0.09	0.16	0.11	0.26	0.56	1.19	0.16	0.04	0.22	0.62	0.87	0.86	0	0	0	0.47	0	0.15	0	0	1.6	1.55	0.55	0.38	0.37	0.51	0.24	0	0	0.18	0.44	0.08	0	0.52	0.78	0	0.35	0.23	0.14	0	0	0	0	0	0	0.2	0.22	4.55	0.34	0	0	0	0.23	0.53	0	0	1.43	0.99	2.37	0.04	0.04	0.36	0.08	0.23	0	0	0	0	0	0.13	0.29	0.11	0	0.06	0	2.64	0	0.89	0.06	0	0.12	0	0	0.2	0.09	0	0	0	0.05	0	0.17	0.26	0.32	0.04	0	0	0	0	0	0	0.39	0	0.29	0	0.08	0.08	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0.21	0	0.19	0	0
CX3CL1	ligand	literature supported	50.19	0.09	1.68	3.49	1.74	0.96	0	0.2	0.23	5.02	2.08	0	2.16	0	0	0	0	0	0	0	0	0.94	0	0	0	0	0	0	0.13	4.84	13.91	1.85	1.79	4.04	0.13	0	0.99	1.25	4.24	11.44	15.94	12.15	0.44	0.12	0	4.36	2.01	0.82	2.3	0.47	0	0	0.46	0.05	0.23	0	0.66	0	0	6.5	0	0.62	24.11	0.39	1.35	0	0.96	17.87	0.16	1.01	0	0.24	0.82	2.02	0	50.19	2.44	0.21	0.21	0.25	0.25	2.99	0	0.47	0.5	0	0	0	0.28	9.75	0	0.53	0	1.31	37.03	12.22	0	0.27	0.24	0.09	4.88	0.17	2.03	0.1	0.12	0.26	2.97	0.71	0	5.35	0	12.22	25.56	22.31	9.69	7.03	0	0.19	5.06	0	1.61	0.11	0.08	0.97	0.15	0.29	0.25	0	0.16	0	0	0	4.14	0.14	2.26	14.3	0	0	0	0.71	1.88	1.05	0	1.92	14.36
CXCL1	ligand	literature supported	7918.48	5.21	7.78	14.83	29	14.92	0	2.25	17.28	75.46	11.77	11.42	188.88	0.29	6.19	58.72	1.83	9.95	0.55	1.45	0.53	25.54	0	0	0	0	0	0.94	59.44	497.67	390.27	27.36	117.45	47.6	11.96	1.53	1.19	99.03	377.29	96.6	138.8	342.08	72.88	36.49	939.65	23.55	90.81	593.55	261.92	53.43	22.06	271.72	85.8	240.08	162.21	4.41	653.35	0	1463.82	540.9	72.37	11.61	4.48	7.97	5.04	123.19	133.25	10.74	41.87	72.39	126.83	1134.25	76.77	6.8	0	54.81	39.64	173.82	189.45	117.6	2479.84	78.73	0	11.6	62.46	337.41	737.75	46.58	0.69	5.85	324.64	20.92	0.68	10.54	1.03	25.34	898.8	53.32	10.19	4.98	46.74	43.18	70.61	4.33	3.04	0.73	11.87	312.31	1391.17	54.02	31.52	149.04	201.23	242.98	96.75	278.42	0.92	9.41	224.94	266.46	764.86	122.08	72.52	103.01	4605.55	2858.9	120.84	5.21	4268.37	63.73	3630.59	68.27	7918.48	89.85	610.24	4130.51	11.83	1437.57	29.17	7.8	1171.24	171.28	169.69	236.13	31.07
CXCL10	ligand	literature supported	579.06	0	0	0.87	0.84	0	0	0.08	0	0.08	0.35	1.12	0.73	1.76	17.62	5.16	32.83	10.5	16.63	1.05	0	9.93	0.07	0.04	0.09	0.05	0	0.27	0	0	5.35	4.42	0.78	0.92	0.13	1.3	0.04	0	0.09	0.58	0.35	0	0.13	0	0	0	0.35	0	0	0.23	0	10.24	0	1.35	0	0	35.24	0	0.52	0.36	0	0	6.26	1.22	1.97	0	0.26	10.74	0	1.35	0.83	36.72	0.53	0.1	0	4.52	0.04	0	0	0.38	0.15	0	0	0	0	0	0.13	1.36	0.06	0	1.3	0.45	0.22	0.31	0.65	0.27	0	0.04	0	0	0.1	0	0	0	0	0	0	2.72	6.38	1.44	0.78	0.04	0.77	0.68	0	0.17	0	0	0.63	4	0	0.49	0.11	3.16	0.39	0.21	0.37	0	0	0.19	0.2	0	579.06	0.14	0	1.1	0	0.08	0	0	1.47	1.24	0	0.99	2.53
CXCL11	ligand	literature supported	327.92	0	0	0	0	0	0	0	0	0	0.04	0.13	1.53	0	1.32	0.18	0.7	0.65	0.12	0	0	0.28	0	0	0	0	0.1	0	0	0	0.73	0.63	0.19	0.36	0	0	0.08	0.14	0	1.52	1.4	0	0.65	0.12	0	0.44	0	0.07	0	0	0	0.39	0	0.15	0	0	7.78	0	0	0	0	0	0.39	0	1.35	0	0.07	4.07	0	0.54	0.16	7.06	0.1	0	0	0.52	0	0	0.08	0	0.08	0	0	0	0	0	0	0.03	0	0	0.39	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	2.23	0.74	0.09	0.08	0.35	0.11	0	0	0	0	0.07	0.57	0	0.19	0.05	1	0.79	0.07	0	0	0	0.04	0	0	327.92	0.07	0	2.19	0	0	0	0	0	0	0	0.45	0.69
CXCL12	ligand	literature supported	3134.9	7.22	14.46	20.06	435.29	2.54	0.26	0.59	278.3	38.09	80.73	0.57	0	1.47	323.5	0.18	0.07	0	0	0	32.66	0.66	0	0	0	0.05	0	0	1581.61	316.37	76.12	2.59	38.79	0	0	0.19	96.75	3.15	2.71	18.48	97.25	0.41	0.11	1.83	0	0	334.83	476.47	101.88	15.7	5.37	412.5	642.16	248.49	80.31	838.58	0.16	0	43.32	45.98	9.82	347.08	299.87	0	1.48	2.75	0.07	0	4.75	58	0.53	0.45	2.3	6.31	0	112.48	35.03	47.49	112.65	1203.46	180.56	47.89	136.55	15.94	394.48	15.19	6.08	3.45	0	52.4	54.76	605.51	0	2.18	36.24	171.18	0.14	735.49	221.86	397.19	147.28	93.57	1288.04	9.37	3.85	35.57	4.45	118.67	80.5	0.28	99.53	0.61	2.7	4.19	12.54	0.45	0	6.33	0.74	2.58	242.63	53.18	66.42	0.13	47.02	92.63	352.38	473.92	224.81	189.81	43.9	22.92	113.29	66.92	444.12	113.86	49.17	99.48	5.19	37.96	3134.9	846.84	28.2	2.15	0
CXCL13	ligand	literature supported	76.86	0	0	0	0	0	0	0	0	0.04	0	0.05	0	0	2.15	0	0	0	0	0.17	0	0	0	0	0	0	0.17	0.06	0	0.05	1.99	0.06	0	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.86	1.01	0	0	0	0	0	0	0.16	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.07	0	0	0	1	0	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL16	ligand	literature supported	920.48	2.19	1.66	1.74	4.09	74.29	5.48	26.11	0.7	1.1	0.82	134.97	18.54	0	238.1	119.08	118.46	83.23	169.84	6.72	0.79	19.38	8.31	2.92	1.67	1.24	1.17	3.66	4.33	27.02	6.88	18.16	1.46	63.68	63.04	12.18	1.78	7.39	9.63	10.62	6.29	4.82	5.84	2.99	920.48	43.61	4.72	2.63	1.73	0.7	1.56	19.3	5.25	15.08	0.68	2.88	25.07	0	1.26	0.95	53.7	1.44	35.72	229.1	30.26	0.69	23.28	20.37	1.5	1.12	224.15	18.03	6.38	138.27	124.64	7.35	2.75	0.79	3.12	17.47	5.3	1.11	2.65	0.61	3.17	0.18	2.2	10.75	395.76	4.19	3.52	2.49	5.94	35.82	5.03	2.34	403.19	2.87	6.85	2.01	4.27	1.82	3.94	9.09	2.78	2.18	4.45	3.94	1.76	36.72	5.32	89.48	35.25	25.24	10.41	71.2	0.24	6.26	9.48	18.12	12.85	1.34	0.89	31.29	2.98	1.28	1.01	2.48	4.67	0.5	1.76	2.93	17.87	2.98	9.04	3.15	2.89	1.58	0.29	3.19	13.92	22.67	0.9	18.99	43.52
CXCL2	ligand	literature supported	2427.32	0.82	0.47	0	2.58	27.47	0.4	6.87	6.06	3.56	5	298.49	72.68	71.93	25.16	2427.32	52.55	32.98	13.87	15.8	11.59	558.79	7.11	0	0.07	0.17	0.09	0.95	210.99	26.87	8.01	130.86	5.19	25.65	4.62	79.17	0.37	11.83	25.25	15.38	21.31	34.08	31.45	7.5	264.07	10.9	19.51	52.48	46.86	54.83	7.17	16.12	36.41	10.92	16.56	0.66	22.66	11.5	49.41	37.46	49.97	14.67	1021.75	33.66	2.21	4.8	17.35	8.89	12.37	6.02	72.02	56.84	47.74	38.44	1.97	916.66	3.11	7.85	86.95	65.59	451.85	34.59	0	6.49	22.96	47.97	113.37	5.18	0.5	2.35	27.97	6.32	45.3	49.22	2.44	11.3	26.85	8.51	0.95	3.19	9.32	4.52	9.74	1.11	0.25	0.19	1.48	15	75.01	9.13	3.7	26.87	26.04	114.54	10.73	61.83	2.1	14.38	81.79	51.18	16.07	32.99	18.2	93.23	103.89	46.17	29.37	12.88	82.23	7.7	76.4	5.36	303.52	7.76	25.99	62.6	5.85	42.03	22.87	4.61	239.49	12.01	14	144.59	15.04
CXCL3	ligand	literature supported	1252.04	0.43	0.19	0.87	3.88	8.79	0.13	0.96	0.91	1.77	0.83	9.78	18.11	7.63	2.63	159.96	1.2	0.79	1.44	2.52	2.11	89.57	0.4	0	0	0	0	0.06	9.79	40.68	18.17	34.74	4.18	9.74	1.38	9.56	0.12	1.08	5.34	0.8	4.39	8.43	0.64	0.43	7.21	2.62	5.52	14.74	0.97	15.23	6.37	21.13	7.86	17.22	2.5	0.05	17.92	0	111.32	26.44	5.39	0.62	2	8.26	0.86	1.37	14.12	1.94	2.24	0.9	31.43	107.47	46.49	4.49	13.79	58.62	0.47	0.42	29.81	20.11	254.13	24.83	0	11.1	1.78	22.87	16.29	0.44	0.32	0.6	69.22	1.69	4.43	3.38	0.78	2.32	0.66	1.93	0.08	2.03	1.39	2.43	2.37	0.81	0.53	0.17	0	45.16	148.85	3.94	2.11	2.76	2.22	6.69	3.82	3.66	1.07	0.41	21.78	22.93	11.25	32.51	13.38	6.78	368.64	133.32	1.4	2.91	275.3	1.94	294.95	2.44	1252.04	4.31	19.21	314.79	0.95	73.2	5.5	3.9	74.51	11.58	2.8	32.12	1.69
CXCL5	ligand	literature supported	1258.33	4.14	3.15	3.49	38.87	42.87	0.26	0.08	0.52	11.51	1.87	0.67	8.81	0	0.42	0.94	0	0	0	0.35	0	0.84	0	0	0	0	0	0	33.96	31.79	27.95	1.15	1.92	5.3	1.75	0	21.88	3.88	0.62	2.57	30.03	5.41	0.59	0.31	0.66	0.87	21.46	39.17	2.04	7.03	53.84	18.78	27.69	18.8	10.44	0.14	85.5	0	342.61	119.77	21.89	15.52	0.72	0.22	0	1.54	22.6	1.85	40.53	3.41	1050.81	896.24	0.13	0.06	0	1.56	1.35	4.98	92.76	5.42	246.04	316.38	0.65	105.5	16.86	134.37	59.85	2.88	2.29	0.84	800.11	4.01	0	9.84	1.03	0.61	1.35	3.82	0.05	0.52	0.45	9.82	2.47	0.2	1.78	1.79	4.45	353.89	315.96	1.96	4.02	36.31	186.76	25.63	37.8	33.77	0	0.33	11.59	217.16	16.07	316.69	332.36	3.9	326.4	406.84	7.82	3.71	341.94	28.82	264.62	15.6	1012.8	9.25	20.34	1258.33	5.5	47.97	60.53	1.42	39.1	20.03	1.46	18.64	2.62
CXCL6	ligand	literature supported	4358.32	0.5	6.71	3.49	4.79	2.95	0	0	2.89	24.25	3.36	0	0.31	0	0	1.66	0	0	0	0	0	0.66	0	0	0	0	0	0	56.36	921.03	188.16	0.09	12.54	0.37	0	0	0.24	2.95	52.8	0.2	2.89	3.38	2.23	1.04	9.85	0	22.2	194.64	10.5	3.51	1.46	46.35	3.43	40.44	74.3	3.35	50.86	0	136.67	244.05	27.38	9.53	1.58	0	0	4.63	0.21	0.37	3.64	11.14	0.85	178.58	0.26	0.08	0	0	2.56	1.15	47.12	56.23	1204.7	9.48	0	0.17	3.64	149.7	276.77	61.76	0.14	0	75.13	12.38	0	1.24	1.94	8.53	3.02	8.99	0.65	3.56	10.5	1.56	3.53	7.26	0.25	1.72	1.48	172.26	365.89	4.22	2.3	1.88	23.46	1.61	11.21	2.18	0	1.42	19.34	5.78	445.09	29.78	25.51	1.21	2074.96	1816.84	6.91	0	1201.52	3	2382.45	9.27	4358.32	2.53	463.33	3878.06	1.2	1098.37	5.45	1.06	1186.2	245.25	9.76	1.29	6.63
CXCL9	ligand	literature supported	14.37	0	0	0	0	0	0	0	0	0	0	0.75	0	0	14.37	1.31	2.6	1.3	0.19	0	0	0	0	0	0	0	0	0.02	0	0	1.7	0.51	0	0	0.25	0.16	0	0	0	0	0	0	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	2.3	1.69	0	0	0	0	0	0	0.62	0	0	0.06	0	5.92	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0.27	0	0	0	0.06
